"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $2555.67967661269/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0xaa7ebdf300896fd89e31e11d22bf0901a2b8849670a065e2e8641dba9dc6cee3","20684706","1725543155","2024-09-05 13:32:35","0x7096424cf5203a9e25902a0b06a36a5500d8b862","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00046165962418855","1.17985411905133","2367.89","","","Claim"
"0x88975afd341df37d3521ecbc786877f1dba22f81864ddd090ad55de92c4ed2b4","20684751","1725543695","2024-09-05 13:41:35","0xfb52d5a074c1582648b06e136d0157cc428aebdf","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000577033907595552","1.47471383035836","2367.89","","","Claim"
"0x95c5236f9bf1737c00728b7f8fb2ea2367fc3a2b6e446f1b28ea14a7cac58c9b","20684821","1725544547","2024-09-05 13:55:47","0xcaaf22ac0a6ff12950299bcf6afd6137eb8ab954","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00074523749370272","1.90458831690582","2367.89","","","Claim"
"0xa05a93dda88b88cde2e74e491fffe04202738e2a1b3b3248d0b0702d491abcca","20684891","1725545387","2024-09-05 14:09:47","0xcd31d777c17e69a672a8dd33155eb6ea2b6369fa","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000724216534279662","1.85086547812541","2367.89","","","Claim"
"0x51626acd98e822e829a1714298f606d649225e3ed7c2e4cd4c36e929be3de16d","20684904","1725545543","2024-09-05 14:12:23","0x8dc41f0bdfe880767002e664158152c868a187d9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000751626422326286","1.9209163719444","2367.89","","","Claim"
"0x982daf8c50570b310317d5333b6e240e87be372fd70894cdb6ebb1a2aaf940b4","20684917","1725545699","2024-09-05 14:14:59","0x65dbdf4877e840d059d1a65198904d87aa83d0bf","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000832000932164878","2.12632787325659","2367.89","","","Claim"
"0xcc0456e87078a30556ef36292c2697e8dfe33b5e7327f284c41457c1a927a0ab","20684935","1725545915","2024-09-05 14:18:35","0x9dbd5dde586f1c3fa600431523a397c3672130f0","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00062684079048138","1.6020042687051","2367.89","","","Claim"
"0xfc6e9b419d634734d8c55210a93afcb7ad7630322bd4c6c2e80b46501a83bc04","20684963","1725546251","2024-09-05 14:24:11","0x2e2c649d5c13ec5efe591f334c4565d76191c231","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00058373889345798","1.49184962645894","2367.89","","","Claim"
"0xda1f38391d967da20b2047a85467dc1575562f4c3e599da72ac6afdc1ed1d12f","20684983","1725546491","2024-09-05 14:28:11","0x55d1d3a9f4af3001cb911bcf4db9ac08c36fc902","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000524780899900464","1.34117188055013","2367.89","","","Claim"
"0xc28bc73d904a3e044bac5e9600bf4bed669b42fd29b6cb666b42d22dda9e80ec","20684986","1725546527","2024-09-05 14:28:47","0x079a4e42927262276128302ffcd28fd0581d4362","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000592834735247508","1.51509568446212","2367.89","","","Claim"
"0x8d8a9888ae201e070b2fd916dd7b95ee7fc695d7025890b85bca6db0793992df","20685081","1725547679","2024-09-05 14:47:59","0x4bdfa7f149c9fcbaca4047c89e19a0e2367c8d6e","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000507741831549104","1.29762547985615","2367.89","","","Claim"
"0x5debbf7c4ca477160cc40ef867c47b555e4bd88c9e08cb2a9c629caac8391bdd","20685089","1725547775","2024-09-05 14:49:35","0x5adcfbe9ef3c223bf35db6984c74acca91f83351","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.0005292209180714","1.35251914475339","2367.89","","","Claim"
"0xaaff356320a47a055c45f27f5bfeba66f89f17e51a5b8b44be4e7fb342d31e0d","20685106","1725547979","2024-09-05 14:52:59","0x58a306eec26bbde51a186cbabb128fb46157c223","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000544659883087128","1.39197619387202","2367.89","","","Claim"
"0xca2b89d1b347d1fb44c47eff7cb4878961e4646d7749f0b6431c8264ca0a2f5c","20685166","1725548711","2024-09-05 15:05:11","0xffc188a525f519852476a08ef8dc8a43aceba266","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000704283522257054","1.79992308440555","2367.89","","","Claim"
"0xf46fcd6ea9b0f81043415f2cbb914bdb20760698dfe1f169b78dd8f2b76d970a","20685262","1725549863","2024-09-05 15:24:23","0x673ea91f33bd3d78086cad6a4cbd709d24eb9612","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000444841568125708","1.13687255497139","2367.89","","","Claim"
"0xf08908ea7a355d33a7655c681c7e773758e10a5f2cd5f774bb8b5c050f2cca88","20685326","1725550631","2024-09-05 15:37:11","0x4116829e0afaf5d2ee5f6dd9def0860951a29bed","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000824153623587424","2.10627266620908","2367.89","","","Claim"
"0x8001cb584adff13d7a235182d316431e74d4bdb8e4d4a914b27ef54931af5f1b","20685333","1725550715","2024-09-05 15:38:35","0xd91b153904e535cfd0318c9218c98e17dff66a14","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00071017786","1.81498712358229","2367.89","","","Claim"
"0xbab13a9753993daa66ee3262448cd34e3e2602e021971e008e0a231acc6601a8","20685347","1725550883","2024-09-05 15:41:23","0x6dfea258348cfbefac3f2d9558f9abdfa92164cc","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000729043905431692","1.86320269247012","2367.89","","","Claim"
"0xabe0063a0369b543b7ba7353980ff53383d80afe4f21df280b2e1f1d988d4eda","20685348","1725550895","2024-09-05 15:41:35","0xe7c161b7866e8d7489faf0733ccab2375e8688b8","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00073932603728163","1.88948052787126","2367.89","","","Claim"
"0x3d53afa556c60d3836f18e2bf710f9e99e103689ee94264d5f9eee0f07fee418","20685427","1725551843","2024-09-05 15:57:23","0x79c7a2eda19995c62d6abf91395e4662c2fa7f99","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000540833492420032","1.38219716500934","2367.89","","","Claim"
"0x0e691750235d92c8ed27fe57d9a210a3e1f45e19b911d07a2bf66e63ee8b01be","20685434","1725551939","2024-09-05 15:58:59","0x79c7a2eda19995c62d6abf91395e4662c2fa7f99","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000147749109884389","0.377599397369148","2367.89","Error(0)","execution reverted","Claim"
"0x9898bbcb3118b3899fb6127fc6231f8e1c7d19666b93e705cd8343c78f11a4e9","20685440","1725552011","2024-09-05 16:00:11","0xcb3355e414782e19c953737146e24c9ef5ace51b","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00044430820786049","1.13550945698126","2367.89","","","Claim"
"0xec1fa9fc06331a0a25fbedd5094f4b5bec4d3985c3a40b13f34b551ed06467be","20685508","1725552827","2024-09-05 16:13:47","0xb792e02dad7b7b5a7a9ba84547e73a9160cdd2ce","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00056625075811468","1.44715555438022","2367.89","","","Claim"
"0x7ff104a4d57bb449f85a77a347927b1599a451a0ef78e5a80de878cee65fd061","20685519","1725552959","2024-09-05 16:15:59","0x6d2021ed2c575387c3678a79814f54a9a6f0eeb7","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000537122831581896","1.37271390451851","2367.89","","","Claim"
"0x1e41f0290608df0a286b2c499a522ee064da9086d7a88cc219d194c6213be177","20685547","1725553295","2024-09-05 16:21:35","0x2a78b1ae65a42046993bddf8fa2585b859d5f85f","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000526057289123058","1.34443392254577","2367.89","","","Claim"
"0x195ab20963865c0da240b8b279d39218d6029db959ba18e6068620e98e68828f","20685553","1725553367","2024-09-05 16:22:47","0xdb8437c97f262740aa9eb525a41a0164f54af8f2","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000523740589443468","1.33851318025782","2367.89","","","Claim"
"0xe7098298370a982ff4e6ec69133269916e909655d2ddaa9764ee08bbb22e4811","20685557","1725553415","2024-09-05 16:23:35","0xd622e31e292e1bb134315032f73335c465394962","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000517987172853776","1.32380929040846","2367.89","","","Claim"
"0x285e6091119e39075a615e60a015137b475925784f07a7082a12b74b82771c8a","20685563","1725553487","2024-09-05 16:24:47","0xd622e31e292e1bb134315032f73335c465394962","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000149996414269443","0.383342787513193","2367.89","Error(0)","execution reverted","Claim"
"0x0c86544c5ec7e943243aba37b21dbf0e30c7bca88913058d32720e9db8e73b27","20685568","1725553547","2024-09-05 16:25:47","0xe911c1b4077c6a0b5f7967b812fdc081b98d1ce9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.0005077761821469","1.29771326898082","2367.89","","","Claim"
"0x723de76db2af9023af36871cb853d2912f57b37531dbd649fe1e01929eb7d0e1","20685573","1725553607","2024-09-05 16:26:47","0xaf6d1ef1539380f6c572115ba5dd0da710a94894","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000497687813351694","1.27193062988073","2367.89","","","Claim"
"0x306a8c8a137fac894eb308cee4565554e74b28e97e5bffebe30b55733730b545","20685577","1725553667","2024-09-05 16:27:47","0xcbffe0b13c26c1a3668bfd5aa689e805c6b55f22","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.0005231172704467","1.33692017656574","2367.89","","","Claim"
"0xf7ab62ae507ea9409631939a5052cb39e9c2f848236546ef722cf4963aa340a4","20685593","1725553871","2024-09-05 16:31:11","0x1c61318b86e837e4007c72384aa474bcce5d600a","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000475094413540454","1.21418913715756","2367.89","","","Claim"
"0xa45245f772163188216b1b3ef664d658fe6cbc633b37e2c53a48bae33c0e18ce","20685604","1725554003","2024-09-05 16:33:23","0x9ef978f59f0d784837df70bc5755ba8ff79dfc41","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00047047968370788","1.2023953659114","2367.89","","","Claim"
"0x57393ec94152a681385507234cf15cb77c32059f4f6996353d1e51549706dd20","20685618","1725554183","2024-09-05 16:36:23","0xa328a9cc9613b8dea18151d46b1695da4a4581de","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00041862052468082","1.06985996713971","2367.89","","","Claim"
"0xf9160e001af2cdd3745ef9666a6f198058cdf828566009e33123a467a4a5d3c9","20685622","1725554231","2024-09-05 16:37:11","0x44c5df02a3bc6cdf8b1c3e78d1d530a238a28478","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000514661394917118","1.31530966732682","2367.89","","","Claim"
"0x406914a187a4641b3fda7cd611f47b40e7607185ba4560135e674ffdd733d014","20685638","1725554423","2024-09-05 16:40:23","0xfb5af311ad9f0d7e25e9441ff717078c6c3a3a22","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000441172148350188","1.12749469342613","2367.89","","","Claim"
"0xd7d8b64178383a71d7faa4d019ff36c10d3aed1366ef5d067b725455ad0517cc","20685650","1725554567","2024-09-05 16:42:47","0x2b607822940e4580ed0f75edd883d0f6ed2457d7","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000438631656032944","1.12100200884236","2367.89","","","Claim"
"0x77f33f26df7802a76f66a544fd8a74c5527224292e583274a8ac88a07a15e4fa","20685652","1725554591","2024-09-05 16:43:11","0x6b147f9051df1198f8f8d5b0e6b5bc9ecbc42985","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000436795869570324","1.11631032668924","2367.89","","","Claim"
"0x96889c35a10871c05222eecf8c918973d1db5bc233251e870172248ce8ecefa0","20685658","1725554663","2024-09-05 16:44:23","0xe6693e027b0b71fc53b55ce9f01b4b6a04010ab5","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000432645457455192","1.10570320279703","2367.89","","","Claim"
"0xb021cf44285260a9f2d8b17644d05a5db8c97171be0b9926b019191b528e9a69","20685666","1725554759","2024-09-05 16:45:59","0x0507dc449948e8513a3830a992de8c414d670779","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00044322153947496","1.13273228067314","2367.89","","","Claim"
"0xf6b9d277770b083457bf24d96ce9503baed9708f0ef21a744851fd040fb13fe5","20685676","1725554879","2024-09-05 16:47:59","0xdf547ba78180d67aa8a52191441ba830fe8529a1","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00041596299080336","1.06306816181918","2367.89","","","Claim"
"0x478f3d98ff9a15371c056e4e151c21a0008513cc567a45f900c9c3d915f191d5","20685678","1725554903","2024-09-05 16:48:23","0x5a7dadb57a72e794187cc50e79438c51200f486b","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00040462290813672","1.03408654301694","2367.89","","","Claim"
"0x25770c44f509fd03b429729a48b3b270a7bea14937d5cc0e98aba85e5d6178b5","20685679","1725554915","2024-09-05 16:48:35","0x80e3fc985d44547557c4f44f8208942460f3b284","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000406959288170424","1.04005758198592","2367.89","","","Claim"
"0xcc80c0f17d27b812b8577a1cc569a7a42f91215c3639bf1003293642c1e4fd62","20685693","1725555083","2024-09-05 16:51:23","0xf684f798939e9e4d46f0746ee9f2f818c02dc004","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.0004800526","1.22686067352508","2367.89","","","Claim"
"0xfd89a357b7a3618931ae68893c618e358a50341d3a0ba7b8ecb8b2fa294d75ec","20685703","1725555203","2024-09-05 16:53:23","0x98782dcb4ce56384f32ef708c2b5dfca1ff350e9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000538108","1.3752316794227","2367.89","","","Claim"
"0xc43efd2bba3485c4068fd8e5135df1d24b1e2c4b9a8421d63e2c6db9c2ef1aaa","20685705","1725555227","2024-09-05 16:53:47","0x325dcc8ef2edec3e7ab7b6b5abc2fab8a374452d","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000405043026201708","1.03516023021741","2367.89","","","Claim"
"0x7681207ed49c67286c54afa2531df6b22628412130138adc7b01fe5c18bd217f","20685712","1725555311","2024-09-05 16:55:11","0x16104b34cf5f68db9dea28256ff4c6a1f083f93b","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000509851844424","1.30301799687791","2367.89","","","Claim"
"0x9a1fc12ed10e47815b46a09dcf379648cb4f484e34927cf42d259f290b8802db","20685719","1725555395","2024-09-05 16:56:35","0x09dea844f16300706479112411e6189859c9f532","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000549388086156","1.40405996636203","2367.89","","","Claim"
"0xe2c535a76ad0b64736a8b70f4c87a3e876131e5aa9a9a797723aecf8a65ff1df","20685732","1725555551","2024-09-05 16:59:11","0x050f0dc7894e795db4377ba837872c0fe43f6738","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.0005782151641362","1.47773274369216","2367.89","","","Claim"
"0xc341700e6377cdb8fcb1c92f6158d3d6e253be4938c09319eef0f565251ff702","20685742","1725555671","2024-09-05 17:01:11","0x50f94fd9dfea62f40e3726e5d86148cdf0fd670f","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000627429337929184","1.60350840745617","2367.89","","","Claim"
"0xd90c2bc37a653dab3ff4adabe349d4a154368ad76318a88de01e51031622d3da","20685772","1725556031","2024-09-05 17:07:11","0x83a5089bfd05e218ba7b8bf30b0749b018bd77c1","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00058306569857844","1.4901291559869","2367.89","","","Claim"
"0x9bba5748a4e6c5594d086b46416a3634eb46b7a648ee493d323c84053e5d4023","20685798","1725556343","2024-09-05 17:12:23","0x25f1cd0d98ce28222a9c70bffdb69687075ad022","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000507312225151592","1.29652754351708","2367.89","","","Claim"
"0x3811efb6c58fa31eb05f1538f987d747138100baf7e47fca3a12638353caf28f","20685831","1725556739","2024-09-05 17:18:59","0xb6cb6e6eacf6546962481a6436b4a75722f484dd","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000492173794863702","1.25783856489451","2367.89","","","Claim"
"0x44de39830033b628a9c690e213de9a9dc09e18313c558bb56131bf12d6f70f43","20685900","1725557567","2024-09-05 17:32:47","0x2a8fbad538f1c14e0a385c9997ca22c9587a8f14","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.0005964246","1.52427022885185","2367.89","","","Claim"
"0x26d15c406dff3015f8ef71b3ed269d1d03d9eb8e10baaeed74696d227a65b2bd","20685913","1725557723","2024-09-05 17:35:23","0x22bbe960325e39b8321c908dd280239a1445836b","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00056694301376262","1.44892473807068","2367.89","","","Claim"
"0xa87e547a118bf2c4e053d812aa07174fa84872db3122ba4b5cf036468476ea77","20685933","1725557963","2024-09-05 17:39:23","0x8de3c79efb0a3bae779e2cc5b6f5023913fca547","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000524108700644352","1.33945395457265","2367.89","","","Claim"
"0x0380bf3a821dad4c72cfe0be5b79b8924fcec2ee07b41efd87b92c80b827fd5d","20685937","1725558011","2024-09-05 17:40:11","0xb8402f2960edcddec0d7ca84e5f435ea3cf52512","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000581514074575336","1.48616370205642","2367.89","","","Claim"
"0xe44f30aad11646bb0dc12b7d3f2af185d7633ee6ad43eab03192bb8a653726e9","20685942","1725558071","2024-09-05 17:41:11","0xd5931b9706e10014f738874b3d79646f6f671abc","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000481822561532172","1.23138412824124","2367.89","","","Claim"
"0x3b3a78d4589daf21b9ab3e88a87fd5f30e904ffbb9fe383267f57a027df8a895","20685951","1725558179","2024-09-05 17:42:59","0x02ff541f434cd611f1e5da22dc234cb3ff2d5e6e","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000752395748578668","1.92288252341229","2367.89","","","Claim"
"0x2bcbc4e11042eefb02382ac8a5e0888c3a069606ab5cb7755e1060397ad653ed","20685959","1725558275","2024-09-05 17:44:35","0xba775cd5d1f99b8a081f440d7048c167419ca3c7","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000667128","1.70496547129927","2367.89","","","Claim"
"0x74ca88c4a31df68a61193d91dfdd09e7dde6cad36d343374cdb3903423252a7c","20685959","1725558275","2024-09-05 17:44:35","0x826321eadf299ef11c754294c9be89b23cfe8964","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000563068510120404","1.4390227478553","2367.89","","","Claim"
"0xc5005b4d3bea73f45acc728d02956606c48d906333c84964ac69a1ad9d022e1a","20685961","1725558299","2024-09-05 17:44:59","0x08bd578bc0645cff55735f4c113be7fd82030bbe","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000682439003385304","1.74409549147964","2367.89","","","Claim"
"0xcee0158ad46df4a58e400f41be2f31ea183367e8edc63dad865323df3ebf40c0","20685975","1725558467","2024-09-05 17:47:47","0xfeec05a103f3ee7c4c42ee1d799b39a5b4c62dbf","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00056055508007499","1.43259922576965","2367.89","","","Claim"
"0x4bb1f7ecb38cf244b4039e7bcd6bc95de23e99cd8f9a650d8d5cccc09bea6944","20686015","1725558947","2024-09-05 17:55:47","0xb35ea6667b0028962235929dacff9741ba6f31d7","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000690632881769754","1.76503641993942","2367.89","","","Claim"
"0x489285ac09244d053fdbe0dc8333a716c475099ef6a20b0915232fd7cdd0606c","20686042","1725559271","2024-09-05 18:01:11","0xe4d3bb6d06d8c229c4e10c6e6ed59de78966f399","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000734822094061692","1.87796989171944","2367.89","","","Claim"
"0x57c2178d1a7d5a6d42c345c73801d7f4afb148acb64500dd7cb35af6f82a2375","20686124","1725560255","2024-09-05 18:17:35","0x11f9c0f0c53db205b842652e2f842cf3450778ed","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000641280962364948","1.63890872251472","2367.89","","","Claim"
"0xcc097469cc95d665eb3f7e10f4caa950104528f94bcfce4bb58b186ffddeb170","20686233","1725561563","2024-09-05 18:39:23","0xe2d54c3d2e9b3914e8ff88eab605d4b0efe22265","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00031555597470768","0.806459991394126","2367.89","","","Claim"
"0x61bd32dd62406562aff4482a6f81b373922607e327fcf7b9d308e8a2abcdd7e5","20686248","1725561743","2024-09-05 18:42:23","0x088c415cda2f93050b1520ff2402cb1b834446ce","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000295416229268704","0.754989253283582","2367.89","","","Claim"
"0xa6c01b0077981960dce2a7b29e59432278ea1dd11254321738406f75d7f4cb4b","20686253","1725561803","2024-09-05 18:43:23","0x543f0ba79b750451678fde7b5885e53871700174","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00031361679675236","0.801504073704379","2367.89","","","Claim"
"0x4271581a4cedd40382906b1c952209a44ca3ce7f1f472ef9875ed2db6aec6a97","20686279","1725562115","2024-09-05 18:48:35","0x6653f1ce05a89ca4a7c005de778780ca49212dd2","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.0003157974","0.807076997107128","2367.89","","","Claim"
"0x0a2d9c833c9e1bbfd5b2d884ae00c3e30cb08dede736e5b38cc7f6970e7c6167","20686288","1725562223","2024-09-05 18:50:23","0x57e3086a17593106a316e9ef28789045531e01a8","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000321578573596828","0.821851824975512","2367.89","","","Claim"
"0x7c8e4b3dc62df3e940da9ba29352d3042fb782de38147af48a451616a44b7344","20686307","1725562451","2024-09-05 18:54:11","0x9b299ae4011aee4beb542e806d54ae0d3efbeeaa","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00027978538883334","0.715041832054546","2367.89","","","Claim"
"0xd5ec0362b7328e386818835853176dd623d68f7515f09a70445685032519be08","20686307","1725562451","2024-09-05 18:54:11","0x9b299ae4011aee4beb542e806d54ae0d3efbeeaa","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000085246100663312","0.217861726975706","2367.89","Error(0)","execution reverted","Claim"
"0x01e0e16faa8b7f83ab13660b2aef45901a04d238c1f58b5ae035e633d1eed65b","20686374","1725563255","2024-09-05 19:07:35","0xa5acfcf47b7c00e02dbdaec6f4e3f578748b5e9b","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00061374258070183","1.56852944017149","2367.89","","","Claim"
"0x60cd2f0cc00c3e8478157c6c7fedc11b7b7787875dbd9ff6b5a41b31ee4761d1","20686381","1725563339","2024-09-05 19:08:59","0xe080b5a8a7d05f2444bf43925d726fdece8dfe56","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000376456185148982","0.962101421520397","2367.89","","","Claim"
"0x9582393405f9400f7b37d267647393b4c4cd4ad3ae775147925abe2a4d2edda7","20686441","1725564059","2024-09-05 19:20:59","0x555c4545d7e40240c143a1f1eca97c9a9e9a9ed9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000628347575208336","1.60585512780881","2367.89","","","Claim"
"0x123f7668fdbb8ce82d486f7c11cbe8bb5846bad2b247af212bea69e6be552717","20686445","1725564107","2024-09-05 19:21:47","0x4346f4de9c55524f340decef804bc527411595b0","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00061666657142088","1.57600222382677","2367.89","","","Claim"
"0x893c416a08944308c1c58ac7786750a3cdb4a657a46c6b805fa9d8aed290d34c","20686551","1725565379","2024-09-05 19:42:59","0xe02b3515ba745275e924bfbdbd335cf703b9e348","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000617841294663264","1.57900444014298","2367.89","","","Claim"
"0xbd735ab10d68a19a477ed3471758b329a6c151040695feae716aca15b3fb0228","20686678","1725566903","2024-09-05 20:08:23","0x407361ac492eaeb42824157bb58160b14d3c378c","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000447355110315132","1.14329636366121","2367.89","","","Claim"
"0x70977e47f61dd2205801d19b6082e7204be51f16ea7a1d57ffb17c545a5955e0","20686683","1725566963","2024-09-05 20:09:23","0xac519c92a3f7d3d8cef458df9c997b3a83bc813e","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00048764779742448","1.24627156522269","2367.89","","","Claim"
"0x1e34c3233a8f76bfaa635e6be243957f0f6d8267d6acbe4048c5f4d95df0402d","20686878","1725569327","2024-09-05 20:48:47","0x96a6d303d242a8721de9ca5e3bd68b829a12e2f9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00047772151230808","1.22090316008644","2367.89","","","Claim"
"0x8d5a1b2efa802eb5c9644d82549c34ac6afb528bfdf5e0eaad6b89abdcff7ab9","20687038","1725571247","2024-09-05 21:20:47","0xbca0203b89b807b07ea2c4304d4d3f16c3417ee9","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000431067976875172","1.10167166773843","2367.89","","","Claim"
"0x7e394b0b7296fba9df47e4b4af88ce28c2d6850c196a91407a04c4642f6c498f","20687089","1725571859","2024-09-05 21:30:59","0x274aaa262e11cac18865a3e8d0cd43675d0a4fe1","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000234036","0.598121048795727","2367.89","","","Claim"
"0xfed2924a6dad08e152407ff863d3f4f24bab1a107cad1d3406fc7b0378d5f7ae","20687236","1725573623","2024-09-05 22:00:23","0x72b40caa258c237c6f5947e291650808b913e9fc","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.00073214969614501","1.87114009867596","2367.89","","","Claim"
"0x8b5238df406abc4537576e6d013881d2244f10d4bafb9a5a258ec0950c0eb59f","20687255","1725573851","2024-09-05 22:04:11","0x91e3146b3ffffa9b5f6956af317607a1e4acd013","0x035bdaeab85e47710c27eda7fd754ba80ad4ad02","","0","0","0","0.000384095977046264","0.981626282405831","2367.89","","","Claim"
